Date,Open,High,Low,Close,Adj Close,Volume
2010-12-27,55.290001,55.950001,54.660000,55.790001,45.895271,1662300
2010-12-28,55.919998,56.099998,55.599998,55.660000,45.788326,1853100
2010-12-29,55.660000,55.820000,55.580002,55.590000,45.730740,1392800
2010-12-30,55.639999,55.849998,55.520000,55.540001,45.689598,1319000
2010-12-31,55.509998,55.930000,55.490002,55.709999,45.829464,1905900
2011-01-03,56.090000,56.340000,55.720001,55.820000,45.919941,2672200
2011-01-04,55.730000,56.060001,55.299999,55.570000,45.714283,2644000
2011-01-05,55.380001,55.520000,55.090000,55.240002,45.442818,2847900
2011-01-06,55.200001,55.340000,54.340000,54.389999,44.743561,3359300
2011-01-07,54.430000,54.439999,52.880001,53.330002,43.871578,8486800
2011-01-10,53.119999,54.060001,52.959999,53.849998,44.299335,4213000
2011-01-11,53.919998,54.349998,53.750000,53.900002,44.340477,3224700
2011-01-12,54.080002,54.709999,53.860001,54.590000,44.908092,4050100
2011-01-13,54.450001,54.840000,54.279999,54.669998,44.973896,3333100
2011-01-14,54.490002,54.650002,53.980000,54.630001,44.941010,3798000
2011-01-18,54.619999,54.799999,54.200001,54.669998,44.973896,2613300
2011-01-19,54.500000,54.669998,54.070000,54.450001,44.792927,2631100
2011-01-20,54.279999,54.880001,54.209999,54.880001,45.146664,2946000
2011-01-21,55.160000,55.240002,54.630001,55.000000,45.245380,5440700
2011-01-24,55.139999,55.820000,54.970001,55.619999,45.755413,5519800
2011-01-25,57.200001,57.779999,56.139999,56.230000,46.257221,7037500
2011-01-26,56.389999,56.619999,55.889999,56.200001,46.232548,4409800
2011-01-27,56.310001,56.709999,56.200001,56.630001,46.586296,4170500
2011-01-28,56.680000,56.810001,55.660000,55.810001,45.911732,5457800
2011-01-31,55.810001,56.639999,55.810001,56.259998,46.281898,6753600
2011-02-01,56.419998,57.009998,56.270000,56.810001,46.734367,4065300
2011-02-02,56.660000,56.980000,56.570000,56.709999,46.652103,8861300
2011-02-03,56.650002,57.520000,56.630001,57.250000,47.096321,4597400
2011-02-04,57.160000,57.500000,57.080002,57.410000,47.227955,3216900
2011-02-07,57.320000,57.490002,56.970001,57.180000,47.038746,3784500
2011-02-08,57.150002,57.990002,57.070000,57.880001,47.614594,2886000
2011-02-09,57.799999,59.029999,57.660000,58.810001,48.379662,5340800
2011-02-10,58.759998,59.119999,58.080002,58.459999,48.091732,4193500
2011-02-11,58.410000,58.990002,58.279999,58.990002,48.527729,3335000
2011-02-14,58.840000,59.000000,58.529999,58.840000,48.404331,4049700
2011-02-15,58.779999,59.500000,58.709999,59.349998,48.823879,3447300
2011-02-16,59.410000,59.860001,59.250000,59.459999,48.914368,3594600
2011-02-17,59.430000,59.990002,59.360001,59.779999,49.177612,3016300
2011-02-18,59.700001,61.020000,59.590000,60.919998,50.115417,5585300
2011-02-22,60.599998,61.150002,60.480000,60.529999,49.794594,5504300
2011-02-23,60.540001,60.910000,60.320000,60.419998,49.704098,5713700
2011-02-24,60.570000,60.990002,59.130001,59.330002,48.807430,5932600
2011-02-25,59.200001,59.810001,59.049999,59.599998,49.029530,3697100
2011-02-28,59.599998,60.020000,59.340000,59.930000,49.301006,3678900
2011-03-01,59.910000,59.990002,59.220001,59.220001,48.716942,4021400
2011-03-02,59.080002,59.270000,58.759998,58.810001,48.379662,3626700
2011-03-03,59.360001,59.840000,59.009998,59.049999,48.577076,4627200
2011-03-04,58.939999,59.520000,58.529999,59.180000,48.684025,4327100
2011-03-07,59.259998,59.700001,58.869999,58.959999,48.503048,3944100
2011-03-08,58.759998,59.459999,58.709999,59.060001,48.883789,3442600
2011-03-09,59.099998,59.720001,58.990002,59.400002,49.165211,2152700
2011-03-10,59.009998,59.180000,58.450001,58.520000,48.436829,3641300
2011-03-11,58.360001,58.959999,57.880001,58.880001,48.734791,2796400
2011-03-14,58.470001,58.980000,58.439999,58.860001,48.718246,3453100
2011-03-15,57.630001,58.820000,57.509998,58.520000,48.436829,5337900
2011-03-16,58.259998,58.840000,58.020000,58.049999,48.047810,5985600
2011-03-17,58.540001,58.830002,58.209999,58.680000,48.569263,4167000
2011-03-18,59.259998,59.509998,58.060001,58.060001,48.056095,5869500
2011-03-21,58.439999,58.970001,58.320000,58.950001,48.792728,2548800
2011-03-22,58.970001,59.279999,58.270000,58.279999,48.238190,3842000
2011-03-23,58.189999,58.509998,57.990002,58.430000,48.362331,3071900
2011-03-24,58.549999,58.919998,58.230000,58.830002,48.693424,2416800
2011-03-25,58.730000,59.279999,58.430000,58.980000,48.817570,2242900
2011-03-28,59.090000,59.160000,58.860001,58.910000,48.759628,3090400
2011-03-29,58.590000,59.430000,58.369999,59.259998,49.049324,2864200
2011-03-30,59.540001,59.970001,59.060001,59.389999,49.156929,3959500
2011-03-31,59.459999,60.009998,59.259998,59.480000,49.231419,3534300
2011-04-01,59.759998,59.990002,59.439999,59.709999,49.421791,3147600
2011-04-04,59.830002,60.000000,59.520000,59.630001,49.355579,2593600
2011-04-05,59.639999,59.680000,59.119999,59.130001,48.941727,2580400
2011-04-06,59.459999,60.000000,59.310001,59.939999,49.612156,2818400
2011-04-07,59.889999,60.000000,59.520000,59.790001,49.488003,2359300
2011-04-08,59.840000,59.950001,59.349998,59.580002,49.314186,1947700
2011-04-11,59.849998,60.849998,59.790001,60.419998,50.009457,3668800
2011-04-12,60.150002,60.490002,59.330002,59.689999,49.405239,2959600
2011-04-13,60.119999,60.459999,59.669998,59.930000,49.603882,2376700
2011-04-14,59.700001,59.779999,59.000000,59.630001,49.355579,3067800
2011-04-15,59.750000,59.980000,59.369999,59.799999,49.496281,3361400
2011-04-18,59.320000,59.330002,58.490002,59.009998,48.842400,3587000
2011-04-19,59.049999,59.099998,58.070000,58.180000,48.155422,3249600
2011-04-20,58.930000,59.549999,58.880001,59.130001,48.941727,3293000
2011-04-21,60.740002,61.360001,60.520000,61.320000,50.754375,4963900
2011-04-25,61.320000,62.080002,61.189999,61.779999,51.135124,3370400
2011-04-26,61.790001,61.849998,60.910000,61.389999,50.812313,4091900
2011-04-27,61.310001,62.270000,61.310001,62.250000,51.524143,3123900
2011-04-28,61.919998,63.369999,61.910000,63.060001,52.194580,2941000
2011-04-29,62.959999,63.320000,62.610001,63.279999,52.376675,2517400
2011-05-02,63.560001,63.790001,63.290001,63.520000,52.575314,2923700
2011-05-03,63.630001,64.120003,63.419998,64.050003,53.014000,2838200
2011-05-04,63.820000,63.919998,63.060001,63.540001,52.591869,3115300
2011-05-05,63.689999,63.990002,62.849998,63.000000,52.144924,3070500
2011-05-06,63.570000,64.169998,63.070000,63.430000,52.500824,2380900
