Date,Open,High,Low,Close,Adj Close,Volume
2010-12-27,64.730003,64.910004,64.330002,64.750000,52.815052,2548500
2010-12-28,64.809998,65.000000,64.330002,64.860001,52.904770,2635100
2010-12-29,65.000000,65.199997,64.620003,65.050003,53.059765,2504700
2010-12-30,65.110001,65.230003,64.730003,65.010002,53.027130,2342900
2010-12-31,64.900002,65.290001,64.620003,65.260002,53.231064,2137400
2011-01-03,66.150002,66.680000,66.000000,66.400002,54.160923,8072900
2011-01-04,66.790001,67.610001,66.510002,66.940002,54.601387,7979900
2011-01-05,66.550003,67.550003,66.489998,67.480003,55.041851,5890000
2011-01-06,67.459999,69.349998,67.459999,68.800003,56.118542,7507200
2011-01-07,69.160004,70.099998,68.800003,69.379997,56.591637,6797000
2011-01-10,69.419998,69.660004,68.349998,69.089996,56.355087,4397400
2011-01-11,69.470001,69.879997,68.669998,68.959999,56.249062,4443600
2011-01-12,69.599998,70.489998,69.510002,70.150002,57.219715,5935800
2011-01-13,70.290001,70.500000,69.620003,69.830002,56.958698,4040100
2011-01-14,69.550003,70.199997,69.389999,70.070000,57.154472,4551500
2011-01-18,70.860001,72.570000,70.230003,72.470001,59.112091,9630700
2011-01-19,72.680000,72.989998,71.180000,71.730003,58.508492,8590500
2011-01-20,71.349998,71.959999,70.360001,71.120003,58.010925,6909400
2011-01-21,71.910004,72.220001,71.339996,71.680000,58.467697,4441200
2011-01-24,71.519997,72.820000,71.510002,72.730003,59.324165,5497100
2011-01-25,72.489998,72.730003,71.309998,72.239998,58.924484,5186700
2011-01-26,69.989998,70.480003,69.110001,70.019997,57.113667,13111000
2011-01-27,70.010002,71.000000,70.000000,70.559998,57.554138,5743600
2011-01-28,70.800003,70.949997,69.000000,69.230003,56.469288,5376400
2011-01-31,69.260002,69.959999,69.120003,69.480003,56.673199,4559800
2011-02-01,70.000000,70.500000,69.599998,70.290001,57.333908,4780400
2011-02-02,69.830002,71.190002,69.800003,71.000000,57.913040,4249100
2011-02-03,71.000000,71.379997,70.620003,70.980003,57.896709,5092000
2011-02-04,70.900002,71.639999,70.680000,71.379997,58.222992,4079200
2011-02-07,71.430000,72.110001,71.150002,71.930000,58.671612,4153200
2011-02-08,72.169998,72.820000,72.019997,72.709999,59.307823,4083900
2011-02-09,72.389999,72.709999,72.000000,72.629997,59.586773,4565700
2011-02-10,72.430000,72.989998,71.849998,72.660004,59.611389,4917000
2011-02-11,72.239998,72.690002,71.930000,72.139999,59.184776,4076100
2011-02-14,72.699997,72.699997,71.599998,72.260002,59.283234,4091200
2011-02-15,71.919998,72.019997,71.089996,71.400002,58.577667,4387500
2011-02-16,71.709999,72.620003,71.459999,72.480003,59.463715,4456600
2011-02-17,72.419998,72.510002,71.940002,72.239998,59.266823,3046400
2011-02-18,72.129997,73.519997,72.129997,73.040001,59.923153,5358600
2011-02-22,72.349998,72.489998,70.379997,70.930000,58.192074,5560100
2011-02-23,70.940002,71.489998,70.000000,70.230003,57.617794,5551900
2011-02-24,70.349998,72.500000,70.089996,70.760002,58.052601,7015600
2011-02-25,73.940002,74.290001,72.059998,72.300003,59.316048,8127200
2011-02-28,72.470001,72.900002,71.699997,72.010002,59.078133,4098500
2011-03-01,71.930000,72.230003,69.989998,70.120003,57.527542,5186200
2011-03-02,70.110001,70.400002,68.599998,69.570000,57.076313,7069500
2011-03-03,70.129997,71.830002,70.129997,71.709999,58.831997,5457700
2011-03-04,71.800003,71.870003,70.279999,71.800003,58.905849,5702900
2011-03-07,71.599998,72.070000,69.910004,70.879997,58.151035,5132000
2011-03-08,71.480003,72.500000,71.180000,72.040001,59.102722,5656300
2011-03-09,72.010002,72.419998,71.330002,72.089996,59.143764,5379600
2011-03-10,71.309998,72.389999,70.510002,71.290001,58.487423,5505700
2011-03-11,70.290001,71.889999,70.260002,71.639999,58.774555,3855800
2011-03-14,71.169998,71.230003,69.900002,70.739998,58.036194,4378000
2011-03-15,68.339996,70.230003,68.339996,69.690002,57.174763,6247600
2011-03-16,69.230003,69.669998,67.339996,67.690002,55.533924,9623800
2011-03-17,68.580002,69.029999,67.849998,68.300003,56.034386,4408800
2011-03-18,69.209999,69.580002,68.669998,69.099998,56.690704,5061200
2011-03-21,70.290001,71.680000,70.040001,71.199997,58.413605,5297900
2011-03-22,71.180000,72.099998,70.720001,71.849998,58.946857,4725000
2011-03-23,71.620003,73.070000,71.139999,72.720001,59.660629,5332400
2011-03-24,73.239998,73.330002,72.330002,72.760002,59.693436,4360200
2011-03-25,72.940002,73.500000,72.330002,73.339996,60.169270,4696900
2011-03-28,73.500000,73.690002,73.110001,73.300003,60.136448,3857300
2011-03-29,73.070000,73.930000,73.029999,73.620003,60.398998,4782500
2011-03-30,73.930000,74.139999,73.349998,73.800003,60.546673,3875400
2011-03-31,73.809998,74.470001,73.470001,73.930000,60.653309,4199200
2011-04-01,74.290001,74.849998,73.940002,74.010002,60.718964,3867600
2011-04-04,73.379997,74.110001,73.370003,73.949997,60.669731,3697100
2011-04-05,73.510002,74.449997,72.709999,73.230003,60.079033,5217600
2011-04-06,73.330002,73.930000,72.800003,73.720001,60.481049,4803600
2011-04-07,73.739998,74.580002,73.680000,74.290001,60.948692,4373400
2011-04-08,74.660004,74.849998,73.040001,73.470001,60.275932,3099500
2011-04-11,73.650002,74.279999,73.500000,73.760002,60.513855,2694600
2011-04-12,73.220001,73.580002,72.959999,73.080002,59.955967,3441100
2011-04-13,73.330002,73.709999,71.550003,72.129997,59.176594,5078400
